0,1
1,0
2,1
3,0
4,1
5,0
6,1
7,0
8,1
9,0
10,0
11,1
12,1
13,1
14,0
15,0
16,0
17,1
18,1
19,0
20,0
21,1
22,0
23,1
24,1
25,0
26,0
27,1
28,1
29,0
30,0
31,0
32,1
33,1
34,0
35,1
36,1
37,0
38,0
39,0
40,0
41,1
42,1
43,1
44,1
45,0
46,0
47,0
48,1
49,0
50,1
51,0
52,0
53,0
54,0
55,1
56,0
57,1
58,0
59,1
60,0
61,1
62,0
63,1
64,0
65,1
66,1
67,1
68,0
69,1
70,0
71,0
72,1
73,1
74,0
75,0
76,1
77,0
78,1
79,1
80,0
81,0
82,1
83,1
84,0
85,1
86,0
87,0
88,1
89,0
90,1
91,0
92,1
93,0
94,0
95,1
96,0
97,1
98,1
99,1
100,0
101,0
102,1
103,1
104,1
105,1
106,0
107,1
108,1
109,0
110,0
111,1
112,1
113,1
114,0
115,0
116,1
117,1
118,0
119,0
120,0
121,1
122,1
123,0
124,1
125,0
126,0
127,1
128,0
129,1
130,1
131,1
132,0
133,0
134,1
135,0
136,0
137,1
138,0
139,1
140,0
141,1
142,0
143,0
144,1
145,0
146,1
147,0
148,0
149,1
150,0
151,0
152,0
153,1
154,0
155,1
156,0
157,0
158,0
159,1
160,1
161,1
162,0
163,1
164,0
165,0
166,0
167,1
168,1
169,1
170,0
171,0
172,0
173,0
174,0
175,0
176,1
177,0
178,1
179,0
180,1
181,1
182,1
183,0
184,0
185,0
186,1
187,1
188,1
189,0
190,1
191,0
192,1
193,1
194,0
195,1
196,0
197,0
198,1
199,1
200,0
201,0
202,0
203,0
204,1
205,0
206,0
207,1
208,1
209,0
210,0
211,0
212,0
213,1
214,1
215,0
216,1
217,0
218,1
219,0
220,1
221,0
222,0
223,0
224,0
225,0
226,0
227,1
228,0
229,1
230,1
231,0
232,0
233,1
234,0
235,0
236,0
237,0
238,1
239,0
240,0
241,0
242,1
243,0
244,0
245,1
246,0
247,1
248,0
249,0
250,1
251,1
252,0
253,1
254,0
255,1
256,0
257,1
258,1
259,0
260,1
261,0
262,0
263,1
264,0
265,0
266,0
267,0
268,0
269,0
270,1
271,0
272,1
273,0
274,0
275,1
276,0
277,1
278,0
279,0
280,0
281,1
282,1
283,0
284,1
285,0
286,1
287,0
288,1
289,1
290,0
291,1
292,0
293,1
294,0
295,0
296,1
297,1
298,0
299,0
300,0
301,0
302,1
303,0
304,1
305,0
306,0
307,0
308,1
309,1
310,0
311,1
312,0
313,0
314,1
315,1
316,0
317,0
318,0
319,1
320,0
321,0
322,1
323,0
324,1
325,0
326,0
327,0
328,0
329,1
330,0
331,0
332,0
333,1
334,0
335,0
336,0
337,1
338,0
339,0
340,1
341,1
342,1
343,0
344,1
345,0
346,0
347,0
348,0
349,1
350,1
351,0
352,1
353,1
354,0
355,1
356,0
357,0
358,1
359,0
360,0
361,1
362,1
363,0
364,0
365,1
366,0
367,0
368,0
369,1
370,1
371,1
372,0
373,1
374,0
375,0
376,0
377,1
378,0
379,1
380,1
381,1
382,1
383,0
384,0
385,0
386,0
387,1
388,1
389,0
390,0
391,0
392,1
393,0
394,0
395,1
396,1
397,0
398,0
399,0
400,1
401,1
402,1
403,0
404,0
405,0
406,0
407,1
408,0
409,0
410,0
411,1
412,0
413,0
414,0
415,1
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,1
429,0
430,1
431,0
432,0
433,0
434,1
435,0
436,1
437,1
438,1
439,0
440,1
441,1
442,0
443,0
444,0
445,1
446,1
447,0
448,0
449,1
450,0
451,0
452,1
453,0
454,0
455,0
456,1
457,0
458,1
459,0
460,1
461,0
462,0
463,0
464,0
465,1
466,0
467,1
468,1
469,1
470,0
471,1
472,0
473,0
474,0
475,1
476,0
477,0
478,1
479,1
480,0
481,1
482,1
483,1
484,1
485,0
486,0
487,0
488,0
489,1
490,1
491,0
492,0
493,0
494,1
495,0
496,0
497,0
498,0
499,0
500,0
501,1
502,1
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,1
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,1
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,1
530,0
531,0
532,0
533,1
534,1
535,0
536,1
537,0
538,0
539,0
540,1
541,1
542,1
543,0
544,0
545,1
546,1
547,0
548,0
549,0
550,1
551,1
552,0
553,1
554,0
555,0
556,0
557,1
558,1
559,1
560,1
561,0
562,1
563,0
564,1
565,0
566,0
567,0
568,0
569,0
570,1
571,0
572,1
573,1
574,0
575,1
576,0
577,1
578,0
579,0
580,1
581,0
582,1
583,1
584,1
585,0
586,1
587,0
588,1
589,1
590,1
591,1
592,0
593,1
594,0
595,0
596,0
597,0
598,1
599,1
600,0
601,0
602,0
603,1
604,1
605,0
606,0
607,1
608,0
609,0
610,1
611,0
612,1
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,1
622,0
623,1
624,1
625,1
626,1
627,1
628,1
629,0
630,0
631,0
632,1
633,0
634,0
635,0
636,1
637,0
638,0
639,0
640,0
641,0
642,0
643,1
644,0
645,0
646,1
647,1
648,0
649,0
650,1
651,0
652,0
653,1
654,0
655,0
656,1
657,1
658,1
659,1
660,1
661,1
662,0
663,0
664,0
665,1
666,1
667,1
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,1
680,0
681,1
682,1
683,0
684,1
685,0
686,1
687,1
688,0
689,0
690,0
691,0
692,1
693,0
694,0
695,1
696,1
697,1
698,0
699,0
700,0
701,0
702,1
703,0
704,0
705,0
706,1
707,0
708,0
709,1
710,1
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,1
726,1
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,1
736,0
737,0
738,1
739,0
740,0
741,0
742,0
743,1
744,0
745,1
746,0
747,0
748,0
749,1
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,1
758,0
759,1
760,0
761,0
762,0
763,1
764,0
765,1
766,0
767,0
768,0
769,0
770,0
771,1
772,0
773,0
774,0
775,0
776,0
777,0
778,1
779,1
780,1
781,0
782,0
783,0
784,0
785,1
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,1
795,0
796,0
797,0
798,0
799,0
800,1
801,0
802,0
803,0
804,0
805,0
806,1
807,1
808,0
809,0
810,0
811,1
812,0
813,0
814,0
815,0
816,0
817,0
818,1
819,1
820,0
821,0
822,0
823,1
824,0
825,0
826,0
827,0
828,1
829,1
830,0
831,0
832,1
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,1
841,1
842,0
843,0
844,0
845,1
846,0
847,0
848,0
849,0
850,0
851,1
852,1
853,0
854,0
855,0
856,1
857,0
858,0
859,1
860,1
861,1
862,1
863,0
864,1
865,1
866,1
867,1
868,0
869,0
870,1
871,0
872,1
873,0
874,0
875,0
876,0
877,1
878,1
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,1
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,1
896,0
897,0
898,0
899,1
900,0
901,1
902,0
903,1
904,0
905,0
906,0
907,1
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,1
917,0
918,0
919,0
920,0
921,0
922,1
923,1
924,0
925,0
926,0
927,0
928,1
929,0
930,0
931,0
932,1
933,0
934,1
935,0
936,1
937,1
938,0
939,1
940,0
941,0
942,0
943,1
944,0
945,0
946,0
947,1
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,1
956,1
957,1
958,1
959,0
960,0
961,1
962,0
963,0
964,0
965,0
966,1
967,1
968,0
969,1
970,0
971,0
972,0
973,0
974,0
975,1
976,0
977,0
978,0
979,0
980,1
981,0
982,0
983,0
984,1
985,0
986,0
987,1
988,0
989,0
990,0
991,0
992,1
993,1
994,0
995,0
996,0
997,1
998,0
999,1
1000,0
1001,1
1002,1
1003,0
1004,1
1005,0
1006,1
1007,1
1008,1
1009,0
1010,0
1011,1
1012,1
1013,1
1014,1
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,1
1024,0
1025,0
1026,1
1027,0
1028,1
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,1
1037,1
1038,0
1039,1
1040,1
1041,0
1042,1
1043,1
1044,1
1045,0
1046,0
1047,1
1048,1
1049,0
1050,1
1051,0
1052,0
1053,0
1054,1
1055,0
1056,0
1057,1
1058,1
1059,0
1060,1
1061,1
1062,0
1063,0
1064,0
1065,0
1066,0
1067,1
1068,0
1069,0
1070,0
1071,1
1072,0
1073,0
1074,0
1075,0
1076,1
1077,1
1078,1
1079,1
1080,0
1081,1
1082,0
1083,0
1084,0
1085,0
1086,1
1087,0
1088,0
1089,0
1090,1
1091,1
1092,0
1093,0
1094,1
1095,1
1096,0
1097,0
1098,1
1099,1
1100,1
1101,0
1102,0
1103,0
1104,0
1105,0
1106,1
1107,0
1108,0
1109,0
1110,0
1111,0
1112,1
1113,1
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,1
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,0
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,1
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,1
1147,1
1148,0
1149,1
1150,0
1151,1
1152,0
1153,1
1154,0
1155,0
1156,1
1157,0
1158,1
1159,1
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,1
1173,1
1174,1
1175,1
1176,0
1177,0
1178,0
1179,0
1180,1
1181,0
1182,1
1183,0
1184,0
1185,0
1186,0
1187,1
1188,1
1189,1
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,1
1206,0
1207,0
1208,1
1209,1
1210,0
1211,1
1212,0
1213,0
1214,0
1215,0
1216,1
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,1
1224,0
1225,0
1226,0
1227,1
1228,0
1229,0
1230,1
1231,1
